No.,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21
23.0,107.56274725555764,203.7108836597965,3.97580202358584,5.163439742548212,0.09749362983229871,6.368335542493207,0.221300652572147,0.0007836714450660905,2.0998170552037823,0.6590087406491107,0.0005779512937284434,6.121650946052833e-05,2.0157085004378485,0.0014437172575395654,9.388212846265313e-05,0.0010210415902720672,77.31709006023935,4505.626371134949,588.5336888033393,625.7130188502836,6474.809780984216
24.0,105.75551687930103,200.3147140648638,3.9841379937788712,5.24935548825355,0.10292986464751563,6.1815423281240784,0.2207465793144362,0.0007126651287718246,2.086369748530035,0.651513784064082,0.0005629417360884212,6.360220758457546e-05,2.003341863402008,0.0014698845346809918,9.58211452252846e-05,0.0011081185857830726,78.20486417031314,4640.145235266358,608.4251380552289,623.3440602872284,6378.314769428244
25.0,105.12451696555456,200.0745938404804,4.030751570688426,5.190774054037456,0.10562248314091581,6.117488117589167,0.22060694342829126,0.0007259236267108818,2.115598323403923,0.6556523851433439,0.0005847923989381733,6.616320857593029e-05,1.9958105130665975,0.0014232200001531214,9.420292908394295e-05,0.0010178465588196394,77.12271447345061,4607.0655754212075,612.348284742307,614.9137462588803,6529.4819693712725
26.0,104.33419599303295,201.9293499377578,4.03229814896723,5.184470786000892,0.10003882728159766,6.0348181466070825,0.21815302352201246,0.0006750411106401122,2.0881455248789966,0.6596475887194391,0.0005842117552196155,6.615971353129074e-05,2.0121335798294284,0.0014290674809277616,9.537411243168327e-05,0.0009573469488185771,77.0931495301183,4648.7559435915855,634.8121267220229,622.1335691999055,6558.52865913289
27.0,103.10157350057075,205.7051437354823,4.039280640354801,5.231004730003713,0.09552985650149594,5.9444602530102735,0.22232731356863836,0.0007295412698213044,2.097558076473304,0.6588050866560118,0.000593880418547153,6.44781025061494e-05,2.0319563794590514,0.0014410678080278038,9.638735764764792e-05,0.001036567320082362,77.1474045667362,4692.308836251578,661.5174397366693,613.729245342957,6731.979524174762
28.0,103.4870051521549,204.55508614509228,4.005267912945439,5.145577225451389,0.09181317049109912,5.927183970732,0.22390419430479652,0.0008120862658287449,2.1159544049999335,0.6672177833980274,0.0006128719196914896,6.37158609174384e-05,2.0405710919067572,0.0014267735071271902,9.648386557658642e-05,0.0010520701190472465,75.93358805300483,4590.252324922047,640.1309787653859,604.5051468214366,6819.612765306432
29.0,105.59066192297291,204.43894086115935,4.023382047792776,5.244516333580232,0.09866233376347873,5.8622761069905245,0.22710106570366675,0.0007331865954758978,2.143001420261232,0.6604916672403883,0.0006185635002158314,6.312089903606203e-05,2.0269800668629117,0.0014510956810845086,9.86248831607445e-05,0.0009911945614847555,76.99623981225814,4617.324198277888,649.662232917308,610.6479702694566,6778.595469494645
30.0,106.36140237798303,202.48572171104416,4.004907830604142,5.229205814396804,0.10372029446986794,5.712212967118558,0.22429713269208387,0.0007007005029826351,2.1508016579154505,0.6654071689464581,0.0006320143904452628,6.084503293250883e-05,2.0380151096138865,0.0014480805406750787,0.00010007772175504051,0.001045961029421679,77.33182133232437,4653.74750844255,626.909758671998,615.4572644046348,6861.020441557214
31.0,108.08295094527742,203.43284522469412,4.0352330695516585,5.273320769950791,0.09520807466563605,5.71848950526438,0.22618756245513988,0.0007190812485662618,2.1571611671786712,0.6573619145588875,0.0006149969712182958,6.068228249031573e-05,2.03182798882687,0.0014096286530488945,0.0001011351134994216,0.0010349751643288071,78.30567275758979,4679.2353921592,651.9848468324968,611.9517858539793,6831.092927769252
32.0,106.9149250029028,200.0487033708612,4.055668706704219,5.24634948313567,0.08680714794577425,5.762073050722319,0.22452421730820546,0.0006468163925972786,2.1452940939813936,0.6520291323822015,0.0005983278582769252,6.232457628701115e-05,2.059061888930906,0.0013830491959485876,0.00010344717654927019,0.0009698363449885088,78.00663430195037,4592.321803668669,666.1347819810389,611.2894919448552,6662.695773580569
33.0,105.67767327645255,202.1084284361841,4.07485905527036,5.245870046395071,0.09223869872190435,5.7446000158667285,0.22356997991449934,0.000656007702557629,2.1678247254850893,0.6545609978126941,0.0006138277577252941,6.075545392785956e-05,2.06605562429851,0.0013971439002146478,0.00010117969727712218,0.0010615118354471824,79.21495460278254,4594.401809521866,658.1494875450394,607.6559339881859,6568.613702313133
34.0,104.9373893683327,201.39087256469648,4.044359768785906,5.2063157133321765,0.09672207923815442,5.731437042995252,0.22505215863348005,0.0007501278982830727,2.1800732469865847,0.6614324685420333,0.0005947149286977075,5.9549867563318666e-05,2.0855271160616082,0.001382833798685707,9.969844759297202e-05,0.001109854634131319,78.38132456059449,4710.428799823561,637.6463254115856,602.1674206429142,6722.551376044806
35.0,104.23842137638532,203.09588353020663,4.062203770273666,5.115141410223159,0.09441138981723814,5.648741287339413,0.22798596496745874,0.0008225530659758096,2.1567161562639336,0.6614532015231643,0.0005737656010696505,6.154779480750632e-05,2.099419395491716,0.0013636779707778114,9.725529184185652e-05,0.0011846473368684928,78.60333523242222,4594.398552001905,635.3221446363494,607.8228850558531,6549.192676557382
36.0,104.58156937038181,200.54483553170002,4.090064398718702,5.164723647508617,0.10350042416987758,5.785790224094027,0.23050967531515226,0.0007645454695123364,2.1276746720800124,0.6570725537449845,0.000579122234301038,6.007308959611382e-05,2.093107414389285,0.0013860455148012327,9.646210146137908e-05,0.0011993608028806491,78.43052354741958,4554.900425595279,633.5298018822677,615.2049396458577,6457.72206423596
37.0,105.13074621559448,202.13155626237003,4.074926599241957,5.070312986031806,0.09829911935820566,5.667883504741692,0.2327991144405552,0.0007542756204596735,2.098835573351326,0.6499298564886516,0.00057943688036994,6.266487818918447e-05,2.070319945625219,0.001428779355885609,9.481743315437185e-05,0.001132573382395892,77.37959809986245,4563.431231283928,610.9697384343376,623.9970922804573,6507.417857806681
38.0,104.3223680731915,199.16172980792825,4.052057906781121,5.168324210879409,0.0983590909757978,5.628753905313772,0.23618017540420153,0.0007595532296400639,2.090337092045982,0.6511715465026612,0.0005730890184457671,6.457894399442972e-05,2.0888322750744432,0.0013874346526498748,9.690269479721885e-05,0.0010515483067895079,76.79094268435117,4678.911679829315,631.8916089746338,624.1827340570958,6322.203331870704
39.0,105.83078892416286,199.0182008131356,4.074166482045744,5.119060311134335,0.10288615639319058,5.655657662498591,0.23541432116086775,0.0008055696479066653,2.0770525021028488,0.6432753392895758,0.0005624903523769858,6.211324706965493e-05,2.087609135462317,0.0014238288675682182,9.450157552499589e-05,0.001031583590925757,76.89418703667903,4693.272698725031,650.2140377053765,619.6832520733947,6211.186153345424
40.0,104.59228084267261,200.2581920914275,4.047308815737659,5.215929896617772,0.09590053308985344,5.5968129136721325,0.23453179739614088,0.0008643857310355738,2.0595679343461173,0.6472984362184077,0.0005651184810779904,6.148063935082418e-05,2.0590741466170512,0.0014204904351007063,9.365166657938238e-05,0.001005212734314015,77.64064581756375,4611.961832315296,673.0113974907731,613.7302066770253,6152.380769818147
41.0,105.40836782069611,198.12972937646887,4.0004653786074895,5.205757134411617,0.09263212878333558,5.608453834878272,0.237823378808562,0.0008045049327880441,2.0604950343763546,0.6484362554033942,0.0005662326595860932,5.8994988878897704e-05,2.036933642487447,0.0014350972565128853,9.315346968003081e-05,0.0009544890947718727,78.2060938500694,4698.72774974325,698.5885473022502,606.5934235028899,6278.594787063783
42.0,103.79559755782532,198.79994904209516,3.9916196823591363,5.193407985464939,0.08775726203413926,5.614639605141545,0.237990372465194,0.0007081554320249577,2.0773971369628423,0.6465553468294564,0.0005740091768772891,6.156817121266162e-05,2.0607724417282913,0.0014207296945608408,9.172447650298073e-05,0.0010523011508566597,78.48765516593129,4822.706903377798,683.8955174208004,612.3738076236506,6271.750645048646
43.0,103.10988748672786,200.27897647374678,3.989256628177765,5.255744284625117,0.08471027325134568,5.558650109989873,0.23985793080878365,0.0006713679597102552,2.0588391926274587,0.6550433207240294,0.0005925291120332172,5.9943510172651376e-05,2.0799534206905275,0.001387450300520917,9.089110346523504e-05,0.001014325985611719,79.40609226266987,4736.131972627248,703.6628085332485,618.0696360211429,6397.638487610334
44.0,103.17927586595088,197.3300632165309,4.016098108364952,5.175202618030783,0.08871517628568637,5.664571127392988,0.2443113579803036,0.0007467598791096874,2.0730601995010716,0.6474463779020662,0.0005906390605565275,6.183805363597954e-05,2.0904953206201506,0.0014314344591680036,9.12828396716666e-05,0.0009203254132458679,79.24674752186863,4695.889880635542,684.6126563726996,624.1213164454526,6467.90372320391
45.0,103.27380982812592,199.6926295992621,3.9662516104093095,5.218967897919923,0.08521644516280898,5.848704623721475,0.24681098381780522,0.0007849138215243989,2.0991623123809497,0.6506331012867671,0.0006000298484922469,6.439743547545263e-05,2.107480619507059,0.0014513288521403368,9.110153954937838e-05,0.0009617144355168715,80.29626976595516,4632.685143169805,680.3718122218654,628.8633030887735,6595.9080228737475
46.0,102.89525225093001,200.2557079847075,3.986772047497545,5.252548664780009,0.08727743722968367,5.945078331931342,0.251173804425391,0.0008264013152250518,2.098119168206275,0.6501901585887148,0.0005758468133377845,6.301783818867078e-05,2.095512082190515,0.0014370321133265092,8.875098844100452e-05,0.0008908386344238856,79.69292395033726,4603.6644192723315,684.2346163995954,625.209606643196,6366.43608662385
47.0,103.61453506241382,199.7093861871146,4.020932876585921,5.236125334721245,0.0874261309870941,5.838944512573885,0.25228498239515607,0.0008824078476262756,2.123477079613582,0.6580136910782561,0.0006019589945653098,6.281248355727019e-05,2.094311086385725,0.0014513209831404994,8.695099999222105e-05,0.0008666155582653125,79.29982484846664,4596.151844003026,659.9438884173969,618.3350025124328,6456.4574667119805
48.0,102.89402555880326,200.32567331158302,3.9861620624303002,5.32559513624822,0.08966696529013675,5.727571448517469,0.25347742003164075,0.0008435602116300238,2.0989709462823094,0.6627433341218044,0.0006183304879168169,6.32916232132361e-05,2.06517800723957,0.0014503972938467008,8.893659020590099e-05,0.0007907702399296687,79.92392367977193,4463.9946256773055,643.8742163754174,614.2771390856606,6463.435797618749
49.0,104.89678396828761,201.8100616597657,3.9822902261378115,5.276813347849369,0.08350176868262509,5.744222902805207,0.252942673583936,0.0007915075767339877,2.0910318704310336,0.6655376346865851,0.0006175259357135199,6.168269050028894e-05,2.0720162350215645,0.0014226871736793662,8.922911630358106e-05,0.0007274528961328517,79.66916385144938,4457.399322943866,638.9487147631233,622.710665185356,6410.885724694128
50.0,104.2718693571763,202.97664539990907,3.984470308164247,5.278705344248339,0.08300202990546879,5.777883621315871,0.25243106325017445,0.0007392809107244009,2.0618216411363957,0.663813052946249,0.0006133063393486142,6.180918815752384e-05,2.0549880198757426,0.0014379445674531507,9.106572984532275e-05,0.0008097474261282277,79.81104931405919,4513.001600079304,648.9906028146595,616.6071538901988,6353.325930122202
51.0,104.64199833659319,201.91187392425437,3.992726263818827,5.211253426350274,0.08224283500829553,5.923929170498222,0.2528707431859694,0.0006483999659682444,2.055087134924488,0.6561857746763631,0.0006053441951052743,6.141010369290432e-05,2.0673360136814654,0.001481448881382616,9.02220900804561e-05,0.000897110991242675,80.70465729428025,4547.395708994324,661.1696453355385,616.353248001258,6223.300114466627
52.0,104.87560470543917,202.59397338302455,3.981958497596406,5.114948662746372,0.08765842959845195,5.781062175965837,0.255140636637115,0.000582419724664141,2.0318916739157715,0.6533367829526139,0.0006129464219784789,6.026257833127662e-05,2.0526573871906413,0.0014490989158771586,9.190139643800018e-05,0.0009014952705561255,81.32120737762536,4476.969350738259,653.3390148240914,622.6228359006323,6458.26533065199
53.0,104.95686955735216,200.13370025710617,3.9722938117036355,5.057999830189398,0.09342171768219082,5.641593086610553,0.2523443907565706,0.000585837836403613,2.0331465269443934,0.6545461171649751,0.0006114888785819512,5.975908339050962e-05,2.0673681204525627,0.001414825920810036,9.172041587915991e-05,0.0009728315971895498,80.97939121902748,4414.45836179597,648.2172867725166,621.4248862809259,6428.161066986464
54.0,107.27503406307727,199.57242764790877,3.9823983327662984,5.073247319709899,0.09343366326248755,5.5473737795115055,0.2555468453422221,0.000660288842666743,2.016890849372633,0.6548110978375847,0.0006156422660020197,5.854472047452468e-05,2.04537392106094,0.001369992431482859,9.365027137183451e-05,0.000892101944596736,81.09884642591074,4353.559570384864,639.6858975939232,618.514630672374,6502.98522728551
55.0,105.69083095031179,197.7739597987557,3.9731547806515426,5.058270857780277,0.08672088424289039,5.604678117499217,0.2588706590268697,0.0005893983079191493,2.028748918061345,0.6614066461762724,0.0006364767757609693,6.072049143810435e-05,2.049008311652197,0.0013832206511204149,9.135108633125677e-05,0.0008537213767554853,82.35535594959097,4468.74123306443,667.2048150148566,623.987930159457,6718.781829483861
56.0,103.47417581316519,198.63746971991603,3.9901764317269968,5.099493238056128,0.08712460044992842,5.594229240660744,0.25510285017481626,0.0006206379319644462,2.053601931258393,0.6542370742016346,0.0006531320889890483,6.221143709005113e-05,2.062256384745998,0.0013548199954776798,8.988432677072621e-05,0.000903988089068655,83.01396461842955,4496.33864683798,666.2487676654288,626.6748243651309,6948.384308919886
57.0,101.38315782263385,202.08336798750275,3.9760201089183167,5.14218898471184,0.08955057143862392,5.478715412789765,0.2560684594620832,0.0005832009239771224,2.0503119826099585,0.658660920016047,0.0006542867276848254,5.999982047639341e-05,2.0672562914765087,0.0013429364898448401,9.216040883799514e-05,0.0009213804330379586,83.46321830029993,4468.181422494774,691.1102966513838,630.7933263783002,7099.7589751331
58.0,102.41632063722972,202.8758938638229,3.975972099993412,5.219160978768652,0.08066295803608892,5.618541072817321,0.2603238064406735,0.0006228644032613826,2.029714863774229,0.6557418458523707,0.0006786124897710182,6.0060303214277326e-05,2.0437163514292687,0.0013088088343145266,9.000741820579742e-05,0.0009405826472560856,83.43586999508886,4352.571582497147,678.2398472433817,624.5002994115459,7174.537851648362
59.0,103.82120757673738,199.87803121969105,3.9515053355595597,5.2369351031589675,0.08010491851418147,5.64258546458975,0.2633504243627691,0.0005716347659294796,2.030559095777528,0.6502337222829399,0.0006846305552612571,6.001733518107761e-05,2.0613733374905845,0.00128082857037006,8.920980562831961e-05,0.0009735054960955705,82.61519877967704,4363.818353563898,679.0989157769457,618.6120421211093,7010.57687934118
60.0,101.73278852783207,197.77302965681827,3.960499810680733,5.282593119296259,0.08288597511608352,5.724353192468858,0.26679725086358946,0.0006000057756395295,2.008788542736745,0.6488646087817344,0.0006710591097991326,6.119223527936426e-05,2.0761216691231956,0.0013285519114830102,9.067871186790325e-05,0.0010604890438529696,83.76789404497337,4349.364300235349,702.8667404914863,622.0622789585032,6858.918232988917
61.0,100.17322871517347,200.54415467815917,3.9639071493033797,5.200434884753106,0.07574502260646904,5.833808581832399,0.27119810004418415,0.0006744290301529919,2.0318405937339437,0.6499239475364378,0.0006961249589681193,5.924543283150734e-05,2.0629199029989707,0.0013120600082074415,9.114885616881174e-05,0.0009786827898344394,84.4932931977732,4233.044432100587,677.1861060215349,622.0616110137007,7046.951124700199
62.0,102.56166352525169,198.75502866299456,3.968066513568084,5.274633242755583,0.07992123629694092,5.958967383369864,0.2701396397435366,0.0007292560862180693,2.0151796970255362,0.6583713249369312,0.0007097227118842852,6.113107298485288e-05,2.059983267472601,0.0012650429813039613,9.145535204597978e-05,0.0010277026625434827,84.53574001513503,4262.983856448845,700.5313917763297,618.1298527474249,7236.013453368009
63.0,103.60643281593586,200.58263457343367,3.966446954576762,5.321330488723881,0.08476027984470995,5.812228473653162,0.2718627133323732,0.0007259478304247077,2.025185724594401,0.6555257944647248,0.0006880172718959609,6.252795479883152e-05,2.0504052519037765,0.0012525909804157014,9.16297429853294e-05,0.0010390394980125464,85.3553891933988,4227.610477609554,677.9314524157958,616.185505638048,7067.130321504439
64.0,104.39136580753613,198.7267899326833,3.9212243095700505,5.40524441495706,0.0774644603036563,5.742148899874834,0.27425009160137503,0.0007138246972494842,2.033754510414505,0.6596520465057244,0.0007078290058296182,6.035289465595775e-05,2.042591844802799,0.0012476988648548926,9.276095372832207e-05,0.0009899920720254642,86.20110759091075,4294.330761495794,666.6855826237639,615.7461837783467,6992.280753408701
65.0,102.62443937804582,199.1222468831079,3.968191988444371,5.48688235171382,0.07469601047375907,5.61798250871515,0.27655119988978555,0.0006943536153768444,2.0085027497946366,0.6614466559611538,0.0007138810531504102,6.238734688247687e-05,2.055111420678829,0.0012963311793054485,9.048814026621579e-05,0.000994336570331843,85.09557491032842,4169.610789204442,692.6445992755401,612.2458037055527,6752.916480902317
66.0,102.40556995583995,200.17430193886634,3.936079301456691,5.392312172227747,0.08369390456591848,5.611060975120092,0.2802832155153664,0.0006134760508526652,2.0227644131579616,0.6563810147182861,0.0006879630356990714,6.19634277015024e-05,2.0459006691757606,0.001319934685513086,9.089293857364046e-05,0.0009247149092270848,85.35507657984344,4037.4908073914958,707.0240531765425,604.5303006963873,6843.780162238391
67.0,102.1896487159021,199.69834344552794,3.9106849326460127,5.4191048928306005,0.0776764966609256,5.677020782436908,0.2840715871460634,0.0005219726379427023,2.027574942970908,0.6629374211446344,0.0006804716291359648,6.0902820044244695e-05,2.0270242263614437,0.0013011318946040884,9.03356350982311e-05,0.0008655706708004184,85.3926807919364,3975.1392971898663,713.3203739076807,595.5562715329346,6700.6610222242325
68.0,104.45077200992395,201.13327539949935,3.9553836141618954,5.397536207250796,0.08112074326600434,5.51347285344337,0.28766631720237407,0.0005962466368836284,2.0117410222182843,0.6685447315964637,0.000668248804174292,6.241728592055666e-05,2.003491485013666,0.001255367952319988,9.06851899525392e-05,0.0009074921724225405,84.86533353307327,3989.810895130245,740.3998037220299,590.2908703001414,6878.632427605052
69.0,105.02348868239422,198.27217366078938,3.951259981438649,5.306553897329905,0.0850119439640676,5.455583507921087,0.29024980517569227,0.0006397822924966532,1.9866077770811819,0.6665690434253023,0.0006623745666479392,6.287420016063737e-05,1.9786830392590786,0.0012435810744985461,8.889083621439604e-05,0.0009221002842540189,85.58831484049801,3888.3933294658377,740.7719133783684,584.1360883951234,6911.198826066799
70.0,103.37026821182894,198.68145607043306,3.9603220963861854,5.220363862510928,0.09038174804531457,5.40933193572897,0.286818875486354,0.0005946841456940027,2.0114539091996493,0.671093416396353,0.0006651193371403329,6.055377962610379e-05,1.953558467137169,0.0011958152811781162,9.000881797856239e-05,0.0009563667843387995,86.7225990040455,3862.711878792137,757.5491561158819,593.6138350940998,6745.089548120155
71.0,102.08157543983417,199.1580851743725,3.9716191948674875,5.31117790163181,0.08511810015475911,5.440940350796646,0.28855795214239266,0.0006763282161391679,2.001080669464628,0.6783236349745893,0.0006492875243441358,6.27405617984033e-05,1.9809819280871241,0.0012313278384892816,9.049801456057612e-05,0.0008972613907883959,85.9344367728208,3860.0359837126907,768.4282098201339,597.2860304186361,6638.695498786656
72.0,102.2651498247861,200.52850988685552,4.0170724187965305,5.404944753107973,0.07696045504582015,5.430436371465422,0.2854367560056998,0.0006397389583298462,1.9936253477666592,0.6836968106707935,0.0006675022010849211,6.1029648088557194e-05,1.9778010641807755,0.0012139329740232495,8.829010530061203e-05,0.0008011130919576651,86.38936296003824,3843.843115043658,765.3560630078453,592.756329062541,6726.972997662278
